,beer_name,beer_style,beer_substyle,brewery_name,abv
3379,Cherry & Berry Ale,Specialty Beers,Japanese Happoshu,Hokkaido Brewing,5.0
3380,Shokunin Koji Ale,Specialty Beers,Japanese Happoshu,Driftwood Brewery,5.4
3381,Barreal,Specialty Beers,Japanese Happoshu,Hite Brewery Company LTD,5.0
3382,Asahi Style Free (and Purine Free),Specialty Beers,Japanese Happoshu,Asahi Breweries Ltd,6.0
3383,Peach White Ale,Specialty Beers,Japanese Happoshu,Hokkaido Brewing,5.0
3384,Honey Apple Ale,Specialty Beers,Japanese Happoshu,Hokkaido Brewing,5.0
3385,Kirin Tanrei W Double,Specialty Beers,Japanese Happoshu,"Kirin Brewery Company, Limited",5.5
3386,Sapporo Mugi To Hopppu (trans. Barley And Hop),Specialty Beers,Japanese Happoshu,Sapporo Breweries Ltd.,5.0
3387,Asahi Strong Off,Specialty Beers,Japanese Happoshu,Asahi Breweries Ltd,7.0
3388,Asahi Craft Style British Ale Type,Specialty Beers,Japanese Happoshu,Asahi Breweries Ltd,5.0
3389,Kirin Sumikiri,Specialty Beers,Japanese Happoshu,"Kirin Brewery Company, Limited",5.0
3390,Kinmugi Clear Label (金麦クリアラベル),Specialty Beers,Japanese Happoshu,Suntory,5.0
3391,Kirin Tanrei Platinum Double,Specialty Beers,Japanese Happoshu,"Kirin Brewery Company, Limited",5.5
3392,Lemon Lager,Specialty Beers,Japanese Happoshu,Hokkaido Brewing,5.0
3393,Sapporo Mega Lager,Specialty Beers,Japanese Happoshu,Sapporo Breweries Ltd.,6.0
3394,Orion Nangoku Monogatari,Specialty Beers,Japanese Happoshu,"Orion Beer Co., Ltd.",5.5
3395,Inari Biru,Specialty Beers,Japanese Happoshu,Yeastie Boys,4.8
3396,Pear Lager,Specialty Beers,Japanese Happoshu,Hokkaido Brewing,5.0
3397,Akiraku,Specialty Beers,Japanese Happoshu,Suntory,6.0
3398,Aki No Zeitaku,Specialty Beers,Japanese Happoshu,Suntory,6.0
3399,Sapporo Mugi To Hop Miwaku No Hop Session,Specialty Beers,Japanese Happoshu,Sapporo Breweries Ltd.,4.5
3400,Asahi Super Dry,Specialty Beers,Japanese Rice Lager,Asahi Breweries Ltd,5.0
3401,Lucky Buddha Enlightened Beer,Specialty Beers,Japanese Rice Lager,The Lucky Drink Company,4.8
3402,Sapporo Original Draft Beer,Specialty Beers,Japanese Rice Lager,Sapporo Breweries Ltd.,5.0
3403,Orion Premium Draft Beer,Specialty Beers,Japanese Rice Lager,"Orion Beer Co., Ltd.",4.7
3404,Kirin Lager,Specialty Beers,Japanese Rice Lager,"Kirin Brewery Company, Limited",4.9
3405,Beerlao Lager,Specialty Beers,Japanese Rice Lager,Lao Brewery Co.,5.0
3406,Sapporo Draft Beer,Specialty Beers,Japanese Rice Lager,Sapporo Breweries Ltd.,5.0
3407,Koshihikari Echigo Beer,Specialty Beers,Japanese Rice Lager,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,5.0
3408,Asahi Draft (Jukusen),Specialty Beers,Japanese Rice Lager,Asahi Breweries Ltd,5.0
3409,Hanamachi,Specialty Beers,Japanese Rice Lager,Bottle Logic Brewing,6.3
3410,Kirin Classic Lager,Specialty Beers,Japanese Rice Lager,"Kirin Brewery Company, Limited",4.5
3411,Sapporo,Specialty Beers,Japanese Rice Lager,Sleeman Breweries Ltd.,5.0
3412,Asahi Dry Premium,Specialty Beers,Japanese Rice Lager,Asahi Breweries Ltd,6.0
3413,Asahi Orion,Specialty Beers,Japanese Rice Lager,Asahi Breweries Ltd,5.0
3414,Siwo,Specialty Beers,Japanese Rice Lager,"Hangzhou Xihu Beer Asahi Co. , Ltd.",3.8
3415,Supra Deluxe,Specialty Beers,Japanese Rice Lager,Modist Brewing Co.,5.0
3416,Hayabusa,Specialty Beers,Japanese Rice Lager,Beachwood BBQ & Brewing,5.3
3417,Sapporo Fuyumonogatari - The Winter's Tale,Specialty Beers,Japanese Rice Lager,Sapporo Breweries Ltd.,5.5
3418,Big In Japan,Specialty Beers,Japanese Rice Lager,MIA Beer Co.,9.0
3419,Organic Beer Shinshu Sansan,Specialty Beers,Japanese Rice Lager,Yo-Ho Brewing Company,5.0
3420,Zhujiang Beer,Specialty Beers,Japanese Rice Lager,Guangzhou Zhujiang Brewery Co. Ltd.,4.3
3421,Kirin Bar Beer,Specialty Beers,Japanese Rice Lager,"Kirin Brewery Company, Limited",4.5
3422,Kirin Premium Draft Beer,Specialty Beers,Japanese Rice Lager,"Kirin Brewery Company, Limited",0.0
